Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge
Female,52,No,0,0,37,,Yes,11.73,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91.2
Male,20,No,0,0,11,,No,0.0,No,Yes,DSL,73.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65
Female,33,No,0,0,2,Offer E,Yes,34.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95
Male,77,Yes,0,0,72,,Yes,28.99,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.0
Female,79,No,0,0,22,,Yes,5.09,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4
Female,77,No,0,0,1,Offer E,No,0.0,No,Yes,DSL,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25
Female,51,No,0,0,9,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85
Male,52,Yes,2,2,28,,Yes,9.31,Yes,Yes,DSL,19.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.4
Male,76,Yes,0,2,63,Offer B,No,0.0,No,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1
Female,24,Yes,1,10,8,,Yes,31.86,No,Yes,Cable,59.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.3
Female,32,No,2,0,22,Offer D,Yes,33.73,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75
Female,36,No,0,0,1,,Yes,5.94,Yes,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1
Female,31,No,0,0,40,Offer B,No,0.0,No,Yes,DSL,28.0,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.55
Male,57,Yes,1,6,12,,Yes,46.06,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5
Female,50,No,0,0,25,Offer C,Yes,30.28,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.05
Male,65,Yes,0,9,36,Offer C,Yes,47.16,No,Yes,DSL,28.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1
Male,39,No,0,0,22,Offer D,Yes,39.58,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4
Male,53,No,0,0,15,,Yes,16.13,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,19.8
Male,75,No,0,0,11,,Yes,48.33,Yes,Yes,DSL,17.0,Yes,Yes,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,60.25
Female,39,No,0,0,57,,Yes,17.55,No,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.25
Male,26,No,0,0,8,Offer E,Yes,41.93,No,Yes,Fiber Optic,59.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.7
Male,47,Yes,3,4,68,Offer A,Yes,19.75,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.95
Male,62,No,0,0,22,Offer D,Yes,7.28,Yes,Yes,DSL,7.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45
Female,28,Yes,1,1,6,Offer E,Yes,24.83,Yes,Yes,Cable,82.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95
Male,53,Yes,3,10,6,Offer E,Yes,1.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45
Male,67,Yes,0,1,13,,Yes,31.7,Yes,Yes,Cable,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25
Female,39,No,0,0,16,Offer D,Yes,18.99,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.6
Male,23,Yes,2,8,69,Offer A,Yes,26.44,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55
Female,63,No,0,0,5,Offer E,Yes,8.32,No,Yes,DSL,22.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.35
Female,20,Yes,0,5,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,85.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.15
Female,79,Yes,3,6,48,,Yes,13.4,No,Yes,Fiber Optic,75.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5
Female,25,Yes,2,1,1,,Yes,37.92,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.55
Female,69,No,0,0,20,,Yes,11.82,Yes,Yes,Fiber Optic,5.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15
Male,21,Yes,0,1,41,Offer B,Yes,35.46,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.75
Male,38,Yes,0,1,72,Offer A,Yes,49.5,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4
Female,57,Yes,0,6,59,,Yes,14.49,Yes,Yes,Cable,25.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5
Male,37,Yes,2,5,2,Offer E,Yes,7.27,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3
Female,23,Yes,3,10,26,,Yes,42.95,No,Yes,Fiber Optic,27.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.95
Female,68,No,0,0,5,,Yes,41.83,Yes,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15
Male,66,No,0,0,68,,Yes,19.67,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9
Male,63,Yes,0,1,20,,Yes,49.69,No,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.2
Male,35,No,0,0,30,Offer C,Yes,47.06,No,Yes,Cable,24.0,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,55.65
Male,38,No,0,0,1,Offer E,Yes,39.44,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3
Male,45,No,2,0,21,Offer D,Yes,27.6,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6
Female,46,Yes,0,2,71,,Yes,37.83,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6
Female,19,Yes,0,0,70,,Yes,19.88,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75
Male,26,No,1,0,52,,Yes,23.12,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6
Female,21,No,0,0,11,Offer D,Yes,1.16,No,Yes,DSL,41.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,54.6
Female,48,No,0,0,1,,Yes,43.52,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2
Male,22,Yes,0,2,34,Offer C,Yes,23.09,Yes,Yes,Fiber Optic,52.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.05
Male,64,Yes,2,7,31,Offer C,No,0.0,No,Yes,Cable,25.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.95
Female,40,No,0,0,16,,Yes,40.76,No,Yes,Fiber Optic,7.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.2
Female,79,No,0,0,5,,Yes,43.99,No,Yes,DSL,27.0,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,59.9
Female,63,No,0,0,50,Offer B,Yes,29.8,No,Yes,Fiber Optic,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.7
Male,47,Yes,0,1,1,,Yes,14.9,No,Yes,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85
Female,54,Yes,2,1,52,Offer B,Yes,31.96,No,Yes,Fiber Optic,26.0,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05
Male,53,Yes,0,9,71,Offer A,Yes,49.32,Yes,Yes,Fiber Optic,9.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.6
Female,27,No,0,0,7,Offer E,Yes,16.04,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0
Female,27,Yes,2,2,22,Offer D,Yes,49.51,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9
Female,76,No,0,0,52,,Yes,11.01,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,108.1
Female,45,No,0,0,9,Offer E,No,0.0,No,Yes,DSL,21.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,40.75
Male,37,Yes,3,7,35,,Yes,11.75,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1
Female,34,No,0,0,2,,Yes,42.89,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2
Male,56,No,0,0,18,,Yes,12.21,Yes,Yes,DSL,8.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,69.5
Female,49,Yes,0,7,21,Offer D,Yes,14.51,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,79.2
Female,62,No,0,0,3,,Yes,15.59,No,Yes,Cable,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.6
Male,22,No,0,0,32,,Yes,46.33,No,Yes,Fiber Optic,85.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.4
Male,47,Yes,0,9,69,,Yes,3.08,Yes,Yes,Fiber Optic,20.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,92.45
Female,39,No,0,0,18,Offer D,Yes,8.95,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15
Female,74,No,0,0,40,,Yes,28.54,Yes,Yes,Fiber Optic,24.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,103.75
Male,33,No,0,0,46,Offer B,No,0.0,No,Yes,DSL,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.75
Male,22,No,0,0,1,,Yes,14.58,No,Yes,DSL,73.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,53.5
Male,59,Yes,3,5,66,,Yes,38.55,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3
Female,40,Yes,0,1,47,,Yes,44.26,No,Yes,Cable,23.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3
Female,21,No,0,0,24,,Yes,18.07,Yes,Yes,Fiber Optic,52.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55
Male,21,No,0,0,51,Offer B,Yes,1.51,Yes,Yes,Fiber Optic,52.0,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.35
Female,52,Yes,0,1,1,,Yes,25.88,Yes,Yes,Fiber Optic,9.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.45
Female,58,Yes,1,2,56,Offer B,Yes,48.56,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8
Male,41,No,0,0,31,,Yes,10.05,No,Yes,Fiber Optic,14.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.45
Male,53,No,0,0,67,,Yes,22.66,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.35
Female,20,No,0,0,5,,Yes,35.22,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.55
Female,25,Yes,3,1,25,Offer C,Yes,4.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1
Male,26,No,0,0,63,,Yes,21.45,Yes,Yes,Fiber Optic,85.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,104.5
Male,51,Yes,0,2,62,,Yes,43.2,No,Yes,DSL,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.1
Male,34,Yes,0,6,11,,Yes,26.11,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55
Male,74,No,0,0,2,,Yes,6.51,No,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7
Male,67,Yes,0,1,3,Offer E,No,0.0,No,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45
Female,22,No,1,0,5,,Yes,40.03,No,Yes,DSL,52.0,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,51.0
Male,45,No,0,0,24,,Yes,2.33,No,Yes,DSL,2.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.1
Female,57,No,0,0,56,Offer B,Yes,13.89,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.55
Female,47,Yes,0,1,2,,Yes,46.23,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4
Male,23,Yes,0,3,10,Offer D,Yes,39.35,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.6
Female,20,Yes,2,9,58,,Yes,39.05,No,Yes,Fiber Optic,76.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,99.25
Male,26,No,0,0,58,Offer B,Yes,47.47,No,Yes,DSL,69.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,70.1
Male,73,Yes,0,2,44,,No,0.0,No,Yes,Cable,28.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35
Male,47,Yes,2,5,70,Offer A,Yes,48.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05
Female,62,No,0,0,12,,No,0.0,No,Yes,Cable,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.65
Male,52,Yes,2,9,46,Offer B,Yes,38.45,No,Yes,DSL,15.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,56.9
Female,63,No,0,0,24,Offer C,Yes,44.09,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.95
Female,51,No,3,0,3,Offer E,Yes,39.55,No,Yes,DSL,56.0,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,64.5
Female,24,No,0,0,29,,Yes,7.01,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,76.0
Female,22,Yes,1,6,66,,Yes,23.2,Yes,Yes,DSL,59.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.45
Female,68,No,0,0,11,,Yes,3.96,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7
Female,26,Yes,3,9,72,,Yes,11.85,Yes,Yes,Fiber Optic,59.0,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9
Female,74,Yes,1,1,8,Offer E,Yes,48.85,Yes,Yes,Fiber Optic,17.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.65
Female,34,No,0,0,5,Offer E,Yes,24.32,No,Yes,Cable,22.0,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,53.85
Female,65,Yes,0,1,35,,Yes,15.98,Yes,Yes,Cable,22.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5
Male,59,Yes,0,7,36,,No,0.0,No,Yes,DSL,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.7
Male,57,No,0,0,57,,Yes,9.32,No,Yes,DSL,20.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.65
Female,47,Yes,2,4,23,,Yes,35.86,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.1
Female,47,No,0,0,58,,Yes,22.71,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8
Male,63,Yes,0,6,46,Offer B,No,0.0,No,Yes,DSL,26.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.4
Male,64,No,0,0,1,Offer E,No,0.0,No,Yes,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.25
Female,73,Yes,0,5,11,,Yes,17.25,Yes,Yes,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05
Male,65,Yes,0,1,65,,Yes,16.65,Yes,Yes,Fiber Optic,5.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15
Female,36,No,0,0,43,,Yes,26.55,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65
Male,33,Yes,1,1,19,Offer D,Yes,13.13,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8
Male,19,No,0,0,2,,Yes,40.28,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05
Female,28,No,0,0,1,,Yes,4.13,No,Yes,Fiber Optic,51.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,75.3
Male,35,No,0,0,3,,Yes,20.37,No,Yes,Cable,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.45
Male,48,No,0,0,16,,Yes,24.79,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75
Female,80,No,0,0,64,Offer B,Yes,29.12,No,Yes,DSL,24.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.2
Male,49,Yes,0,0,67,,Yes,42.77,Yes,Yes,DSL,3.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.7
Female,45,Yes,0,6,20,Offer D,Yes,11.39,No,Yes,Fiber Optic,21.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,81.0
Male,38,Yes,1,2,50,,Yes,36.21,No,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.4
Female,37,No,0,0,46,,Yes,43.27,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25
Female,42,Yes,0,1,13,Offer D,Yes,11.79,Yes,Yes,DSL,29.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.2
Female,39,No,0,0,56,,No,0.0,No,Yes,DSL,19.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.05
Female,33,Yes,0,1,72,,Yes,46.23,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.45
Female,68,Yes,3,1,4,Offer E,Yes,42.13,No,Yes,Cable,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0
Female,48,Yes,0,9,46,,Yes,13.05,Yes,Yes,DSL,15.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.0
Female,52,Yes,2,1,70,Offer A,No,0.0,No,Yes,Cable,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.4
Male,72,Yes,1,1,47,,Yes,42.29,No,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.95
Female,63,No,1,0,40,,Yes,20.13,No,Yes,DSL,10.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.1
Male,30,No,0,0,45,,Yes,5.97,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.45
Male,48,No,0,0,62,Offer B,Yes,7.96,No,Yes,DSL,8.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,56.15
Female,55,Yes,0,4,71,,Yes,21.19,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.85
Female,63,No,0,0,34,Offer C,Yes,1.55,No,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.95
Female,34,No,0,0,16,,No,0.0,No,Yes,DSL,30.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,38.9
Female,73,Yes,0,1,1,,Yes,37.3,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25
Male,28,Yes,1,3,64,Offer B,Yes,14.93,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.7
Female,27,Yes,2,7,55,,Yes,33.5,Yes,Yes,DSL,51.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,75.0
Male,47,No,0,0,54,,No,0.0,No,Yes,Cable,10.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.2
Male,60,No,0,0,21,Offer D,Yes,15.89,Yes,Yes,Fiber Optic,3.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,103.85
Male,40,No,0,0,16,Offer D,Yes,40.17,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75
Male,23,Yes,2,7,37,Offer C,No,0.0,No,Yes,Cable,52.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.2
Female,21,Yes,0,9,70,Offer A,Yes,16.66,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65
Male,31,No,1,0,15,Offer D,Yes,30.22,Yes,Yes,Fiber Optic,12.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0
Male,58,No,0,0,16,,Yes,34.18,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55
Female,53,No,0,0,1,Offer E,Yes,26.06,No,Yes,Fiber Optic,3.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.3
Female,20,Yes,0,8,21,Offer D,No,0.0,No,Yes,DSL,59.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,28.5
Female,61,No,0,0,35,Offer C,Yes,23.77,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,21.1
Male,42,No,0,0,37,,Yes,44.52,Yes,Yes,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.6
Female,48,Yes,1,4,12,,No,0.0,No,Yes,DSL,22.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,30.25
Male,36,Yes,3,10,22,,Yes,9.05,No,Yes,Fiber Optic,57.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05
Male,56,Yes,0,3,37,,Yes,2.15,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.35
Female,38,No,0,0,17,,Yes,25.62,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9
Female,68,No,0,0,66,,Yes,10.45,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4
Female,32,No,0,0,2,Offer E,Yes,38.51,Yes,Yes,Fiber Optic,25.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15
Male,64,No,0,0,1,Offer E,Yes,8.56,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85
Female,41,Yes,0,8,68,Offer A,Yes,17.12,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.8
Female,64,Yes,0,8,63,,Yes,10.67,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.25
Female,44,No,0,0,48,Offer B,Yes,34.96,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.05
Female,78,Yes,0,1,2,Offer E,Yes,17.73,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.2
